RECLOC,ORIG_CD,DEST_CD,DEP_KEY,FLT_NUM,DEP_DTMZ,ARR_DTMZ,PAX_CNT,NEW_DEPKEY,NEW_DEP_DTMZ,NEW_ARR_DTMZ,DELAY
10219,TPH,CHC,AZ20271020TPHCHC18415,18415,2027-10-21 09:40:00,2027-10-21 16:40:00,1,AZ20271022TPHCHC18415,2027-10-23 09:40:00,2027-10-23 16:40:00,2 days 00:00:00
10220,TPH,VUY,AZ20271020TPHVUY13778,13778,2027-10-21 05:48:00,2027-10-21 07:14:00,1,AZ20271020TPHVUY11871,2027-10-21 08:35:00,2027-10-21 10:01:00,0 days 02:47:00
10221,VUY,TPH,AZ20271022VUYTPH5659,5659,2027-10-22 18:02:00,2027-10-22 19:26:00,1,AZ20271022VUYTPH2927,2027-10-23 05:08:00,2027-10-23 06:32:00,0 days 11:06:00
10222,QHP,TPH,AZ20271021QHPTPH16478,16478,2027-10-22 00:48:00,2027-10-22 03:57:00,2,AZ20271021QHPTPH10318,2027-10-22 03:30:00,2027-10-22 06:39:00,0 days 02:42:00
10223,TPH,ERW,AZ20271020TPHERW7675,7675,2027-10-20 18:47:00,2027-10-20 21:16:00,3,AZ20271022TPHERW7675,2027-10-22 18:47:00,2027-10-22 21:16:00,2 days 00:00:00
10224,QHP,TPH,AZ20271021QHPTPH5747,5747,2027-10-21 16:17:00,2027-10-21 19:26:00,1,AZ20271022QHPTPH2890,2027-10-22 18:44:00,2027-10-22 21:53:00,1 days 02:27:00
10225,NWY,TPH,AZ20271021NWYTPH13488,13488,2027-10-22 03:56:00,2027-10-22 07:37:00,1,AZ20271022NWYTPH12647,2027-10-22 13:43:00,2027-10-22 17:24:00,0 days 09:47:00
10225,TPH,GIW,AZ20271021TPHGIW15865,15865,2027-10-22 09:42:00,2027-10-22 14:33:00,1,AZ20271023TPHGIW15865,2027-10-24 09:42:00,2027-10-24 14:33:00,2 days 00:00:00
10227,TPH,QXG,AZ20271021TPHQXG5430,5430,2027-10-22 08:40:00,2027-10-22 11:08:00,1,AZ20271023TPHQXG9080,2027-10-24 05:47:00,2027-10-24 08:15:00,1 days 21:07:00
10229,TPH,EYF,AZ20271020TPHEYF898,898,2027-10-20 20:44:00,2027-10-20 22:05:00,3,AZ20271022TPHEYF10112,2027-10-22 18:35:00,2027-10-22 19:56:00,1 days 21:51:00
1022,SIQ,TPH,AZ20271021SIQTPH18551,18551,2027-10-21 16:11:00,2027-10-21 19:15:00,1,AZ20271021SIQTPH5838,2027-10-22 03:55:00,2027-10-22 06:59:00,0 days 11:44:00
1022,TPH,EID,AZ20271021TPHEID19483,19483,2027-10-21 20:38:00,2027-10-21 22:19:00,1,AZ20271023TPHEID19483,2027-10-23 20:38:00,2027-10-23 22:19:00,2 days 00:00:00
10231,TPH,OYC,AZ20271020TPHOYC15133,15133,2027-10-20 20:26:00,2027-10-20 22:29:00,1,AZ20271022TPHOYC15133,2027-10-22 20:26:00,2027-10-22 22:29:00,2 days 00:00:00
10235,TPH,EBG,AZ20271021TPHEBG4711,4711,2027-10-22 05:50:00,2027-10-22 08:10:00,1,AZ20271022TPHEBG5086,2027-10-23 09:49:00,2027-10-23 12:09:00,1 days 03:59:00
10236,CEF,TPH,AZ20271020CEFTPH3898,3898,2027-10-21 01:56:00,2027-10-21 03:51:00,1,AZ20271021CEFTPH115,2027-10-22 05:49:00,2027-10-22 07:44:00,1 days 03:53:00
10241,ALN,TPH,AZ20271020ALNTPH13462,13462,2027-10-21 01:21:00,2027-10-21 05:01:00,1,AZ20271021ALNTPH7450,2027-10-21 22:03:00,2027-10-22 01:43:00,0 days 20:42:00
10242,TPH,GCH,AZ20271020TPHGCH2827,2827,2027-10-21 09:37:00,2027-10-21 12:35:00,1,AZ20271022TPHGCH2827,2027-10-23 09:37:00,2027-10-23 12:35:00,2 days 00:00:00
10244,NAD,TPH,AZ20271021NADTPH19219,19219,2027-10-21 23:34:00,2027-10-22 01:43:00,1,AZ20271022NADTPH19219,2027-10-22 23:34:00,2027-10-23 01:43:00,1 days 00:00:00
10244,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,1,AZ20271022TPHALN6524,2027-10-23 08:40:00,2027-10-23 12:37:00,1 days 02:24:00
10246,TPH,BPJ,AZ20271020TPHBPJ14232,14232,2027-10-21 09:44:00,2027-10-21 17:03:00,2,AZ20271023TPHBPJ9170,2027-10-23 23:55:00,2027-10-24 07:14:00,2 days 14:11:00
10248,PTP,TPH,AZ20271022PTPTPH8485,8485,2027-10-22 11:06:00,2027-10-22 17:38:00,3,AZ20271022PTPTPH16212,2027-10-22 15:06:00,2027-10-22 21:38:00,0 days 04:00:00
10251,QHP,TPH,AZ20271021QHPTPH5747,5747,2027-10-21 16:17:00,2027-10-21 19:26:00,3,AZ20271021QHPTPH4704,2027-10-22 04:31:00,2027-10-22 07:40:00,0 days 12:14:00
10254,TPH,OYC,AZ20271020TPHOYC15133,15133,2027-10-20 20:26:00,2027-10-20 22:29:00,2,AZ20271023TPHOYC15133,2027-10-23 20:26:00,2027-10-23 22:29:00,3 days 00:00:00
10255,CEF,TPH,AZ20271021CEFTPH3898,3898,2027-10-22 01:56:00,2027-10-22 03:51:00,1,AZ20271022CEFTPH115,2027-10-23 05:49:00,2027-10-23 07:44:00,1 days 03:53:00
10256,TPH,RBR,AZ20271021TPHRBR5443,5443,2027-10-21 23:33:00,2027-10-22 01:23:00,1,AZ20271022TPHRBR5443,2027-10-22 23:33:00,2027-10-23 01:23:00,1 days 00:00:00
10258,TPH,VUY,AZ20271021TPHVUY11871,11871,2027-10-22 08:35:00,2027-10-22 10:01:00,1,AZ20271023TPHVUY19976,2027-10-23 18:36:00,2027-10-23 20:02:00,1 days 10:01:00
10259,TPH,NAD,AZ20271021TPHNAD12819,12819,2027-10-21 20:22:00,2027-10-21 22:39:00,4,AZ20271023TPHNAD18287,2027-10-23 22:47:00,2027-10-24 01:04:00,2 days 02:25:00
1025,TPH,RHP,AZ20271020TPHRHP16724,16724,2027-10-21 05:42:00,2027-10-21 09:12:00,1,AZ20271022TPHRHP5063,2027-10-23 05:35:00,2027-10-23 09:05:00,1 days 23:53:00
10260,ALN,TPH,AZ20271020ALNTPH13462,13462,2027-10-21 01:21:00,2027-10-21 05:01:00,1,AZ20271021ALNTPH13462,2027-10-22 01:21:00,2027-10-22 05:01:00,1 days 00:00:00
10261,TPH,ZFM,AZ20271021TPHZFM15916,15916,2027-10-21 22:57:00,2027-10-22 05:32:00,1,AZ20271021TPHZFM3101,2027-10-22 02:55:00,2027-10-22 09:30:00,0 days 03:58:00
10264,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,1,AZ20271023TPHALN6524,2027-10-24 08:40:00,2027-10-24 12:37:00,2 days 02:24:00
10266,VUY,TPH,AZ20271022VUYTPH5659,5659,2027-10-22 18:02:00,2027-10-22 19:26:00,3,AZ20271022VUYTPH8400,2027-10-22 20:46:00,2027-10-22 22:10:00,0 days 02:44:00
10267,TPH,CHC,AZ20271020TPHCHC18415,18415,2027-10-21 09:40:00,2027-10-21 16:40:00,1,AZ20271021TPHCHC5640,2027-10-22 02:59:00,2027-10-22 09:59:00,0 days 17:19:00
1026,TPH,HHO,AZ20271021TPHHHO8010,8010,2027-10-22 08:51:00,2027-10-22 14:04:00,2,AZ20271022TPHHHO8010,2027-10-23 08:51:00,2027-10-23 14:04:00,1 days 00:00:00
10270,TPH,JDP,AZ20271020TPHJDP6699,6699,2027-10-20 23:27:00,2027-10-21 03:20:00,1,AZ20271021TPHJDP15580,2027-10-21 21:10:00,2027-10-22 00:03:00,0 days 20:43:00
10271,TPH,IJA,AZ20271020TPHIJA13612,13612,2027-10-20 23:16:00,2027-10-21 00:30:00,3,AZ20271023TPHIJA12102,2027-10-23 20:30:00,2027-10-23 21:44:00,2 days 21:14:00
10272,TZJ,TPH,AZ20271021TZJTPH6737,6737,2027-10-22 02:23:00,2027-10-22 04:13:00,1,AZ20271021TZJTPH11611,2027-10-22 05:21:00,2027-10-22 07:11:00,0 days 02:58:00
10274,TPH,CEF,AZ20271021TPHCEF8181,8181,2027-10-21 20:46:00,2027-10-21 22:48:00,1,AZ20271022TPHCEF1499,2027-10-23 05:48:00,2027-10-23 07:50:00,1 days 09:02:00
10275,ERW,TPH,AZ20271020ERWTPH11666,11666,2027-10-20 22:27:00,2027-10-21 01:04:00,1,AZ20271020ERWTPH18828,2027-10-21 03:52:00,2027-10-21 06:30:00,0 days 05:26:00
10276,VUY,TPH,AZ20271020VUYTPH2927,2927,2027-10-21 05:08:00,2027-10-21 06:32:00,1,AZ20271022VUYTPH18329,2027-10-22 23:16:00,2027-10-23 00:40:00,1 days 18:08:00
10279,TPH,QHP,AZ20271020TPHQHP793,793,2027-10-21 05:32:00,2027-10-21 08:40:00,1,AZ20271021TPHQHP15215,2027-10-21 18:50:00,2027-10-21 21:58:00,0 days 13:18:00
1027,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,1,AZ20271021TPHEID11017,2027-10-22 02:39:00,2027-10-22 04:20:00,1 days 00:00:00
10280,TPH,KHR,AZ20271020TPHKHR19705,19705,2027-10-20 22:40:00,2027-10-21 00:55:00,1,AZ20271022TPHKHR19705,2027-10-22 22:40:00,2027-10-23 00:55:00,2 days 00:00:00
10281,TPH,ZFM,AZ20271021TPHZFM15916,15916,2027-10-21 22:57:00,2027-10-22 05:32:00,1,AZ20271021TPHZFM12096,2027-10-22 06:15:00,2027-10-22 12:50:00,0 days 07:18:00
10282,TPH,VUY,AZ20271021TPHVUY11871,11871,2027-10-22 08:35:00,2027-10-22 10:01:00,1,AZ20271023TPHVUY13778,2027-10-24 05:48:00,2027-10-24 07:14:00,1 days 21:13:00
10282,NMK,TPH,AZ20271021NMKTPH18830,18830,2027-10-22 01:45:00,2027-10-22 07:45:00,1,AZ20271023NMKTPH18830,2027-10-24 01:45:00,2027-10-24 07:45:00,2 days 00:00:00
10283,TPH,TZJ,AZ20271021TPHTZJ10148,10148,2027-10-22 08:43:00,2027-10-22 10:23:00,1,AZ20271022TPHTZJ17820,2027-10-23 02:46:00,2027-10-23 04:26:00,0 days 18:03:00
10285,TPH,LIZ,AZ20271021TPHLIZ17269,17269,2027-10-22 00:09:00,2027-10-22 02:48:00,1,AZ20271021TPHLIZ17041,2027-10-21 23:59:00,2027-10-22 02:38:00,-1 days +23:50:00
10286,TPH,BJQ,AZ20271020TPHBJQ13215,13215,2027-10-21 09:47:00,2027-10-21 14:48:00,2,AZ20271023TPHBJQ2133,2027-10-24 03:20:00,2027-10-24 08:28:00,2 days 17:40:00
10287,TPH,SIQ,AZ20271020TPHSIQ10809,10809,2027-10-21 05:59:00,2027-10-21 08:47:00,1,AZ20271023TPHSIQ10809,2027-10-24 05:59:00,2027-10-24 08:47:00,3 days 00:00:00
10289,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271022TPHPSX6156,2027-10-23 09:46:00,2027-10-23 11:49:00,2 days 10:50:00
1028,TPH,VUY,AZ20271020TPHVUY14711,14711,2027-10-21 02:44:00,2027-10-21 04:10:00,1,AZ20271021TPHVUY14711,2027-10-22 02:44:00,2027-10-22 04:10:00,1 days 00:00:00
10291,TPH,ALN,AZ20271020TPHALN8203,8203,2027-10-20 20:25:00,2027-10-21 00:22:00,1,AZ20271021TPHALN8203,2027-10-21 20:25:00,2027-10-22 00:22:00,1 days 00:00:00
10295,TPH,PGM,AZ20271020TPHPGM8800,8800,2027-10-21 09:41:00,2027-10-21 11:50:00,1,AZ20271022TPHPGM8800,2027-10-23 09:41:00,2027-10-23 11:50:00,2 days 00:00:00
10298,TPH,QHP,AZ20271021TPHQHP15070,15070,2027-10-21 19:13:00,2027-10-21 22:21:00,2,AZ20271023TPHQHP15215,2027-10-23 18:50:00,2027-10-23 21:58:00,1 days 23:37:00
1029,TPH,PTP,AZ20271021TPHPTP10725,10725,2027-10-22 02:55:00,2027-10-22 09:36:00,1,AZ20271023TPHPTP10725,2027-10-24 02:55:00,2027-10-24 09:36:00,2 days 00:00:00
102,VUY,TPH,AZ20271022VUYTPH5659,5659,2027-10-22 18:02:00,2027-10-22 19:26:00,1,AZ20271022VUYTPH8894,2027-10-23 00:08:00,2027-10-23 01:32:00,0 days 06:06:00
10300,VUY,TPH,AZ20271021VUYTPH18329,18329,2027-10-21 23:16:00,2027-10-22 00:40:00,5,AZ20271022VUYTPH8894,2027-10-23 00:08:00,2027-10-23 01:32:00,1 days 00:52:00
10301,TPH,EYF,AZ20271021TPHEYF5897,5897,2027-10-22 08:46:00,2027-10-22 10:07:00,1,AZ20271022TPHEYF3917,2027-10-23 02:50:00,2027-10-23 04:11:00,0 days 18:04:00
10303,TPH,PTP,AZ20271021TPHPTP10725,10725,2027-10-22 02:55:00,2027-10-22 09:36:00,2,AZ20271022TPHPTP10725,2027-10-23 02:55:00,2027-10-23 09:36:00,1 days 00:00:00
10304,VUY,TPH,AZ20271021VUYTPH18329,18329,2027-10-21 23:16:00,2027-10-22 00:40:00,5,AZ20271022VUYTPH2927,2027-10-23 05:08:00,2027-10-23 06:32:00,1 days 05:52:00
10305,VUY,TPH,AZ20271021VUYTPH18329,18329,2027-10-21 23:16:00,2027-10-22 00:40:00,1,AZ20271022VUYTPH16041,2027-10-23 02:25:00,2027-10-23 03:49:00,1 days 03:09:00
10306,TPH,ZFM,AZ20271021TPHZFM15916,15916,2027-10-21 22:57:00,2027-10-22 05:32:00,1,AZ20271021TPHZFM10431,2027-10-22 05:58:00,2027-10-22 12:33:00,0 days 07:01:00
10307,JDP,TPH,AZ20271020JDPTPH8350,8350,2027-10-21 04:40:00,2027-10-21 06:23:00,2,AZ20271021JDPTPH15178,2027-10-21 16:39:00,2027-10-21 19:20:00,0 days 12:57:00
10307,TPH,RZD,AZ20271020TPHRZD8719,8719,2027-10-21 08:38:00,2027-10-21 14:49:00,2,AZ20271021TPHRZD17197,2027-10-22 02:53:00,2027-10-22 09:10:00,0 days 18:21:00
10308,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,1,AZ20271021TPHEID787,2027-10-21 23:01:00,2027-10-22 00:42:00,0 days 20:22:00
1030,TPH,VUY,AZ20271020TPHVUY14711,14711,2027-10-21 02:44:00,2027-10-21 04:10:00,1,AZ20271021TPHVUY19976,2027-10-21 18:36:00,2027-10-21 20:02:00,0 days 15:52:00
10310,TPH,NWY,AZ20271021TPHNWY10061,10061,2027-10-21 23:19:00,2027-10-22 02:56:00,1,AZ20271022TPHNWY16107,2027-10-22 20:24:00,2027-10-23 00:01:00,0 days 21:05:00
10313,ERW,TPH,AZ20271020ERWTPH11666,11666,2027-10-20 22:27:00,2027-10-21 01:04:00,2,AZ20271023ERWTPH1187,2027-10-23 19:04:00,2027-10-23 21:41:00,2 days 20:37:00
10317,TPH,CHC,AZ20271020TPHCHC18415,18415,2027-10-21 09:40:00,2027-10-21 16:40:00,1,AZ20271022TPHCHC5640,2027-10-23 02:59:00,2027-10-23 09:59:00,1 days 17:19:00
1031,TPH,PGM,AZ20271021TPHPGM8800,8800,2027-10-22 09:41:00,2027-10-22 11:50:00,1,AZ20271024TPHPGM8800,2027-10-25 09:41:00,2027-10-25 11:50:00,3 days 00:00:00
10322,TPH,FHY,AZ20271020TPHFHY5119,5119,2027-10-20 20:34:00,2027-10-20 22:30:00,1,AZ20271023TPHFHY5119,2027-10-23 20:34:00,2027-10-23 22:30:00,3 days 00:00:00
10324,TPH,BJQ,AZ20271020TPHBJQ13215,13215,2027-10-21 09:47:00,2027-10-21 14:48:00,1,AZ20271022TPHBJQ2133,2027-10-23 03:20:00,2027-10-23 08:28:00,1 days 17:40:00
10325,TPH,OSW,AZ20271021TPHOSW2173,2173,2027-10-21 18:48:00,2027-10-21 21:28:00,1,AZ20271023TPHOSW3559,2027-10-24 06:02:00,2027-10-24 08:42:00,2 days 11:14:00
10326,TPH,ERW,AZ20271021TPHERW12992,12992,2027-10-21 20:53:00,2027-10-21 23:22:00,1,AZ20271022TPHERW12992,2027-10-22 20:53:00,2027-10-22 23:22:00,1 days 00:00:00
10327,QHP,TPH,AZ20271021QHPTPH16478,16478,2027-10-22 00:48:00,2027-10-22 03:57:00,1,AZ20271021QHPTPH10318,2027-10-22 03:30:00,2027-10-22 06:39:00,0 days 02:42:00
10328,TPH,OSW,AZ20271021TPHOSW2173,2173,2027-10-21 18:48:00,2027-10-21 21:28:00,1,AZ20271021TPHOSW5582,2027-10-21 20:45:00,2027-10-21 23:25:00,0 days 01:57:00
10329,TPH,OSW,AZ20271021TPHOSW2173,2173,2027-10-21 18:48:00,2027-10-21 21:28:00,1,AZ20271022TPHOSW2173,2027-10-22 18:48:00,2027-10-22 21:28:00,1 days 00:00:00
10331,QHP,TPH,AZ20271021QHPTPH5747,5747,2027-10-21 16:17:00,2027-10-21 19:26:00,1,AZ20271022QHPTPH4704,2027-10-23 04:31:00,2027-10-23 07:40:00,1 days 12:14:00
10333,TPH,OSW,AZ20271021TPHOSW2173,2173,2027-10-21 18:48:00,2027-10-21 21:28:00,1,AZ20271022TPHOSW3559,2027-10-23 06:02:00,2027-10-23 08:42:00,1 days 11:14:00
10334,TPH,NAD,AZ20271021TPHNAD12819,12819,2027-10-21 20:22:00,2027-10-21 22:39:00,1,AZ20271022TPHNAD8686,2027-10-23 05:31:00,2027-10-23 07:48:00,1 days 09:09:00
10335,TPH,ALN,AZ20271020TPHALN8203,8203,2027-10-20 20:25:00,2027-10-21 00:22:00,1,AZ20271023TPHALN8203,2027-10-23 20:32:00,2027-10-24 00:22:00,3 days 00:00:00
10336,TPH,TZJ,AZ20271020TPHTZJ3518,3518,2027-10-20 20:35:00,2027-10-20 22:15:00,1,AZ20271021TPHTZJ3518,2027-10-21 20:35:00,2027-10-21 22:15:00,1 days 00:00:00
10337,TPH,EID,AZ20271021TPHEID12343,12343,2027-10-22 08:59:00,2027-10-22 10:40:00,1,AZ20271024TPHEID11017,2027-10-25 02:39:00,2027-10-25 04:20:00,2 days 17:40:00
10338,TPH,OSW,AZ20271020TPHOSW17806,17806,2027-10-21 09:02:00,2027-10-21 11:42:00,1,AZ20271022TPHOSW17806,2027-10-23 09:02:00,2027-10-23 11:42:00,2 days 00:00:00
10339,RBR,TPH,AZ20271021RBRTPH7756,7756,2027-10-22 02:18:00,2027-10-22 03:58:00,1,AZ20271022RBRTPH7756,2027-10-23 02:18:00,2027-10-23 03:58:00,1 days 00:00:00
10340,TPH,QHP,AZ20271020TPHQHP15070,15070,2027-10-20 19:13:00,2027-10-20 22:21:00,2,AZ20271022TPHQHP13600,2027-10-23 05:33:00,2027-10-23 08:41:00,2 days 10:20:00
10341,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,1,AZ20271023TPHNAD12819,2027-10-23 20:22:00,2027-10-23 22:39:00,1 days 11:45:00
10342,EYF,TPH,AZ20271020EYFTPH7127,7127,2027-10-20 23:37:00,2027-10-21 01:05:00,1,AZ20271022EYFTPH10851,2027-10-23 02:17:00,2027-10-23 03:45:00,2 days 02:40:00
10344,QHP,TPH,AZ20271021QHPTPH5747,5747,2027-10-21 16:17:00,2027-10-21 19:26:00,3,AZ20271021QHPTPH11312,2027-10-21 22:40:00,2027-10-22 01:49:00,0 days 06:23:00
10349,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,2,AZ20271020TPHCEF5474,2027-10-21 02:48:00,2027-10-21 04:50:00,0 days 06:02:00
1034,EBG,TPH,AZ20271022EBGTPH6882,6882,2027-10-22 19:06:00,2027-10-22 21:35:00,1,AZ20271023EBGTPH18974,2027-10-24 02:17:00,2027-10-24 04:48:00,1 days 07:13:00
10350,TPH,NWY,AZ20271020TPHNWY16107,16107,2027-10-20 20:24:00,2027-10-21 00:01:00,1,AZ20271020TPHNWY4086,2027-10-21 02:35:00,2027-10-21 06:17:00,0 days 06:16:00
10354,QHP,TPH,AZ20271021QHPTPH16478,16478,2027-10-22 00:48:00,2027-10-22 03:57:00,1,AZ20271021QHPTPH10318,2027-10-22 03:30:00,2027-10-22 06:39:00,0 days 02:42:00
10357,TPH,FHY,AZ20271021TPHFHY5119,5119,2027-10-21 20:34:00,2027-10-21 22:30:00,3,AZ20271024TPHFHY5119,2027-10-24 20:34:00,2027-10-24 22:30:00,3 days 00:00:00
10359,JDP,TPH,AZ20271020JDPTPH8350,8350,2027-10-21 04:40:00,2027-10-21 06:23:00,2,AZ20271021JDPTPH15178,2027-10-21 16:39:00,2027-10-21 19:20:00,0 days 12:57:00
1035,ZFM,TPH,AZ20271022ZFMTPH273,273,2027-10-22 12:40:00,2027-10-22 19:25:00,1,AZ20271022ZFMTPH2842,2027-10-22 14:30:00,2027-10-22 21:15:00,0 days 01:50:00
10361,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,1,AZ20271023OSWTPH14001,2027-10-23 18:35:00,2027-10-23 21:19:00,1 days 02:05:00
10364,ERW,TPH,AZ20271022ERWTPH11457,11457,2027-10-22 16:35:00,2027-10-22 19:17:00,1,AZ20271022ERWTPH1187,2027-10-22 19:04:00,2027-10-22 21:41:00,0 days 02:24:00
10365,FHY,TPH,AZ20271020FHYTPH19214,19214,2027-10-20 23:31:00,2027-10-21 01:41:00,3,AZ20271020FHYTPH10835,2027-10-21 01:56:00,2027-10-21 04:06:00,0 days 02:25:00
10368,VUY,TPH,AZ20271020VUYTPH16041,16041,2027-10-21 02:25:00,2027-10-21 03:49:00,1,AZ20271022VUYTPH18329,2027-10-22 23:16:00,2027-10-23 00:40:00,1 days 20:51:00
10370,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,1,AZ20271023TPHEID787,2027-10-23 23:01:00,2027-10-24 00:42:00,2 days 20:22:00
10371,NWY,TPH,AZ20271021NWYTPH13488,13488,2027-10-22 03:56:00,2027-10-22 07:37:00,1,AZ20271023NWYTPH11552,2027-10-24 00:57:00,2027-10-24 04:38:00,1 days 21:01:00
10373,TPH,VUY,AZ20271020TPHVUY13778,13778,2027-10-21 05:48:00,2027-10-21 07:14:00,2,AZ20271022TPHVUY19976,2027-10-22 18:36:00,2027-10-22 20:02:00,1 days 12:48:00
10376,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,1,AZ20271023TPHEID787,2027-10-23 23:01:00,2027-10-24 00:42:00,2 days 20:22:00
10379,EID,TPH,AZ20271021EIDTPH2049,2049,2027-10-21 23:14:00,2027-10-22 00:48:00,1,AZ20271024EIDTPH2049,2027-10-24 23:14:00,2027-10-25 00:48:00,3 days 00:00:00
10382,TPH,KHL,AZ20271020TPHKHL2510,2510,2027-10-21 02:26:00,2027-10-21 09:28:00,1,AZ20271020TPHKHL5144,2027-10-21 06:04:00,2027-10-21 13:06:00,0 days 03:38:00
10384,BJQ,TPH,AZ20271021BJQTPH8339,8339,2027-10-21 22:38:00,2027-10-22 03:33:00,2,AZ20271024BJQTPH14429,2027-10-24 11:08:00,2027-10-24 16:03:00,2 days 12:30:00
10385,JDP,TPH,AZ20271021JDPTPH16414,16414,2027-10-21 20:10:00,2027-10-21 21:51:00,1,AZ20271021JDPTPH19123,2027-10-21 22:49:00,2027-10-22 01:30:00,0 days 03:39:00
10386,TPH,KHL,AZ20271021TPHKHL15796,15796,2027-10-22 02:47:00,2027-10-22 09:49:00,5,AZ20271022TPHKHL548,2027-10-23 05:51:00,2027-10-23 12:53:00,1 days 03:04:00
10387,IJA,TPH,AZ20271020IJATPH18620,18620,2027-10-21 02:07:00,2027-10-21 03:28:00,1,AZ20271021IJATPH14313,2027-10-21 20:35:00,2027-10-21 21:56:00,0 days 18:28:00
10389,TPH,VUY,AZ20271020TPHVUY14711,14711,2027-10-21 02:44:00,2027-10-21 04:10:00,1,AZ20271022TPHVUY19976,2027-10-22 18:36:00,2027-10-22 20:02:00,1 days 15:52:00
1038,TPH,CEF,AZ20271020TPHCEF1499,1499,2027-10-21 05:48:00,2027-10-21 07:50:00,2,AZ20271023TPHCEF5474,2027-10-24 02:48:00,2027-10-24 04:50:00,2 days 21:00:00
10390,TPH,EYF,AZ20271020TPHEYF898,898,2027-10-20 20:44:00,2027-10-20 22:05:00,1,AZ20271021TPHEYF972,2027-10-21 18:23:00,2027-10-21 19:44:00,0 days 21:39:00
10391,TPH,NWY,AZ20271021TPHNWY10061,10061,2027-10-21 23:19:00,2027-10-22 02:56:00,1,AZ20271022TPHNWY19873,2027-10-23 08:57:00,2027-10-23 12:34:00,1 days 09:38:00
10392,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,1,AZ20271022TPHNAD10818,2027-10-23 08:37:00,2027-10-23 10:54:00,1 days 00:00:00
10393,TPH,OLT,AZ20271021TPHOLT17144,17144,2027-10-21 23:07:00,2027-10-22 06:19:00,1,AZ20271023TPHOLT5535,2027-10-24 06:08:00,2027-10-24 13:31:00,2 days 07:12:00
10394,TPH,NWY,AZ20271021TPHNWY10061,10061,2027-10-21 23:19:00,2027-10-22 02:56:00,1,AZ20271021TPHNWY8238,2027-10-22 06:00:00,2027-10-22 09:42:00,0 days 06:46:00
10396,OYC,TPH,AZ20271020OYCTPH17708,17708,2027-10-20 23:25:00,2027-10-21 01:44:00,4,AZ20271022OYCTPH17708,2027-10-22 23:25:00,2027-10-23 01:44:00,2 days 00:00:00
10396,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,4,AZ20271023TPHEID19483,2027-10-23 20:38:00,2027-10-23 22:19:00,2 days 17:59:00
10398,TPH,FHY,AZ20271021TPHFHY5119,5119,2027-10-21 20:34:00,2027-10-21 22:30:00,1,AZ20271021TPHFHY13713,2027-10-21 23:00:00,2027-10-22 00:56:00,0 days 02:26:00
10399,KHL,TPH,AZ20271021KHLTPH9926,9926,2027-10-21 10:55:00,2027-10-21 17:46:00,1,AZ20271021KHLTPH9777,2027-10-21 12:33:00,2027-10-21 19:24:00,0 days 01:38:00
103,PGM,TPH,AZ20271022PGMTPH18891,18891,2027-10-22 17:10:00,2027-10-22 19:17:00,1,AZ20271024PGMTPH18891,2027-10-24 17:10:00,2027-10-24 19:17:00,2 days 00:00:00
10400,TPH,GCH,AZ20271020TPHGCH2827,2827,2027-10-21 09:37:00,2027-10-21 12:35:00,4,AZ20271022TPHGCH2827,2027-10-23 09:37:00,2027-10-23 12:35:00,2 days 00:00:00
10402,NMK,TPH,AZ20271021NMKTPH18830,18830,2027-10-22 01:45:00,2027-10-22 07:45:00,2,AZ20271024NMKTPH18830,2027-10-25 01:45:00,2027-10-25 07:45:00,3 days 00:00:00
10404,JDP,TPH,AZ20271021JDPTPH16414,16414,2027-10-21 20:10:00,2027-10-21 21:51:00,4,AZ20271022JDPTPH8350,2027-10-23 03:40:00,2027-10-23 06:23:00,1 days 08:32:00
10409,TPH,TZJ,AZ20271020TPHTZJ19978,19978,2027-10-20 19:09:00,2027-10-20 20:49:00,1,AZ20271020TPHTZJ14583,2027-10-20 22:58:00,2027-10-21 00:38:00,0 days 03:49:00
10410,TPH,HIP,AZ20271021TPHHIP18790,18790,2027-10-22 05:52:00,2027-10-22 07:18:00,1,AZ20271023TPHHIP18790,2027-10-24 05:52:00,2027-10-24 07:18:00,2 days 00:00:00
